Year,Name,BASIN,ISO_TIME,NATURE,LAT,LON,WMO WIND,WMO PRES,USA WIND,USA PRES,ENSO
2019,DORIAN ,,2019-09-07 00:00:00,TS,37.4,-71.2,85.0,956.0,85,956,Neutral
2019,DORIAN ,,2019-09-07 03:00:00,TS,38.1,-70.0,,,85,956,Neutral
2019,DORIAN ,,2019-09-07 06:00:00,TS,38.9,-68.9,85.0,955.0,85,955,Neutral
2019,DORIAN ,,2019-09-07 09:00:00,TS,39.8,-67.9,,,85,955,Neutral
2019,DORIAN ,,2019-09-07 12:00:00,TS,40.8,-66.9,85.0,954.0,85,954,Neutral
2019,DORIAN ,,2019-09-07 15:00:00,TS,41.8,-65.7,,,83,954,Neutral
2019,DORIAN ,,2019-09-07 18:00:00,DS,42.8,-64.6,80.0,954.0,80,954,Neutral
2019,DORIAN ,,2019-09-07 21:00:00,DS,44.0,-63.7,,,80,955,Neutral
2019,DORIAN ,,2019-09-08 00:00:00,DS,45.2,-62.9,80.0,956.0,80,956,Neutral
2019,DORIAN ,,2019-09-08 03:00:00,DS,46.4,-62.4,,,78,958,Neutral
2019,DORIAN ,,2019-09-08 06:00:00,ET,47.6,-61.9,75.0,960.0,75,960,Neutral
2019,DORIAN ,,2019-09-08 09:00:00,ET,48.6,-61.3,,,73,961,Neutral
2019,DORIAN ,,2019-09-08 12:00:00,ET,49.4,-60.4,70.0,962.0,70,962,Neutral
2019,DORIAN ,,2019-09-08 15:00:00,ET,50.2,-59.3,,,65,964,Neutral
2019,DORIAN ,,2019-09-08 18:00:00,ET,50.8,-57.9,60.0,966.0,60,966,Neutral
2019,DORIAN ,,2019-09-08 21:00:00,ET,51.3,-56.4,,,55,973,Neutral
2019,DORIAN ,,2019-09-09 00:00:00,ET,51.6,-54.8,50.0,980.0,50,980,Neutral
2018,MICHAEL,,2018-10-06 18:00:00,DS,17.8,-86.6,25.0,1006.0,25,1006,Neutral
2018,MICHAEL,,2018-10-06 21:00:00,DS,18.0,-86.8,,,25,1005,Neutral
2018,MICHAEL,,2018-10-07 00:00:00,DS,18.1,-86.9,25.0,1004.0,25,1004,Neutral
2018,MICHAEL,,2018-10-07 03:00:00,DS,18.2,-86.9,,,28,1004,Neutral
2018,MICHAEL,,2018-10-07 06:00:00,TS,18.4,-86.8,30.0,1004.0,30,1004,Neutral
2018,MICHAEL,,2018-10-07 09:00:00,TS,18.6,-86.6,,,33,1004,Neutral
2018,MICHAEL,,2018-10-07 12:00:00,TS,18.8,-86.4,35.0,1003.0,35,1003,Neutral
2018,MICHAEL,,2018-10-07 15:00:00,TS,18.9,-86.0,,,40,1001,Neutral
2018,MICHAEL,,2018-10-07 18:00:00,TS,19.1,-85.7,45.0,999.0,45,999,Neutral
2018,MICHAEL,,2018-10-07 21:00:00,TS,19.4,-85.6,,,48,998,Neutral
2018,MICHAEL,,2018-10-08 00:00:00,TS,19.7,-85.5,50.0,996.0,50,996,Neutral
2018,MICHAEL,,2018-10-08 03:00:00,TS,19.9,-85.5,,,55,990,Neutral
2018,MICHAEL,,2018-10-08 06:00:00,TS,20.2,-85.4,60.0,984.0,60,984,Neutral
2018,MICHAEL,,2018-10-08 09:00:00,TS,20.5,-85.2,,,63,983,Neutral
2018,MICHAEL,,2018-10-08 12:00:00,TS,20.9,-85.1,65.0,982.0,65,982,Neutral
2018,MICHAEL,,2018-10-08 15:00:00,TS,21.3,-85.1,,,70,980,Neutral
2018,MICHAEL,,2018-10-08 18:00:00,TS,21.7,-85.1,75.0,977.0,75,977,Neutral
2018,MICHAEL,,2018-10-08 21:00:00,TS,22.2,-85.1,,,80,974,Neutral
2018,MICHAEL,,2018-10-09 00:00:00,TS,22.7,-85.2,85.0,971.0,85,971,Neutral
2018,MICHAEL,,2018-10-09 03:00:00,TS,23.2,-85.5,,,85,972,Neutral
2018,MICHAEL,,2018-10-09 06:00:00,TS,23.7,-85.8,85.0,973.0,85,973,Neutral
2018,MICHAEL,,2018-10-09 09:00:00,TS,24.1,-86.0,,,88,971,Neutral
2018,MICHAEL,,2018-10-09 12:00:00,TS,24.6,-86.2,90.0,968.0,90,968,Neutral
2018,MICHAEL,,2018-10-09 15:00:00,TS,25.1,-86.3,,,95,965,Neutral
2018,MICHAEL,,2018-10-09 18:00:00,TS,25.6,-86.4,100.0,961.0,100,961,Neutral
2018,MICHAEL,,2018-10-09 21:00:00,TS,26.1,-86.5,,,105,957,Neutral
2018,MICHAEL,,2018-10-10 00:00:00,TS,26.6,-86.5,110.0,952.0,110,952,Neutral
2018,MICHAEL,,2018-10-10 03:00:00,TS,27.1,-86.6,,,115,949,Neutral
2018,MICHAEL,,2018-10-10 06:00:00,TS,27.7,-86.6,120.0,945.0,120,945,Neutral
2018,MICHAEL,,2018-10-10 09:00:00,TS,28.4,-86.5,,,123,940,Neutral
2018,MICHAEL,,2018-10-10 12:00:00,TS,29.0,-86.3,125.0,934.0,125,934,Neutral
2018,MICHAEL,,2018-10-10 15:00:00,TS,29.4,-85.9,,,133,926,Neutral
2018,MICHAEL,,2018-10-10 17:30:00,TS,30.0,-85.5,140.0,919.0,140,919,Neutral
2018,MICHAEL,,2018-10-10 18:00:00,TS,30.2,-85.4,135.0,920.0,135,920,Neutral
2018,MICHAEL,,2018-10-10 21:00:00,TS,31.0,-84.9,,,108,939,Neutral
2018,MICHAEL,,2018-10-11 00:00:00,TS,31.5,-84.5,80.0,957.0,80,957,Neutral
2018,MICHAEL,,2018-10-11 03:00:00,TS,32.1,-83.9,,,65,968,Neutral
2018,MICHAEL,,2018-10-11 06:00:00,TS,32.8,-83.2,50.0,979.0,50,979,Neutral
2018,MICHAEL,,2018-10-11 09:00:00,TS,33.4,-82.5,,,48,983,Neutral
2018,MICHAEL,,2018-10-11 12:00:00,TS,34.1,-81.7,45.0,987.0,45,987,Neutral
2018,MICHAEL,,2018-10-11 15:00:00,TS,34.9,-80.9,,,45,989,Neutral
2018,MICHAEL,,2018-10-11 18:00:00,TS,35.6,-80.0,45.0,991.0,45,991,Neutral
2018,MICHAEL,,2018-10-11 21:00:00,TS,36.1,-78.9,,,48,990,Neutral
2018,MICHAEL,,2018-10-12 00:00:00,ET,36.5,-77.7,50.0,988.0,50,988,Neutral
2018,MICHAEL,,2018-10-12 03:00:00,ET,36.8,-76.5,,,55,986,Neutral
2018,MICHAEL,,2018-10-12 06:00:00,ET,37.3,-75.0,60.0,983.0,60,983,Neutral
2018,MICHAEL,,2018-10-12 09:00:00,ET,38.1,-72.9,,,60,982,Neutral
2018,MICHAEL,,2018-10-12 12:00:00,ET,39.1,-70.6,60.0,980.0,60,980,Neutral
2018,MICHAEL,,2018-10-12 15:00:00,ET,40.1,-68.4,,,60,979,Neutral
2018,MICHAEL,,2018-10-12 18:00:00,ET,41.1,-66.1,60.0,977.0,60,977,Neutral
2018,MICHAEL,,2018-10-12 21:00:00,ET,42.1,-63.9,,,63,976,Neutral
2018,MICHAEL,,2018-10-13 00:00:00,ET,43.1,-61.5,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-13 03:00:00,ET,44.0,-58.8,,,65,975,Neutral
2018,MICHAEL,,2018-10-13 06:00:00,ET,44.8,-55.7,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-13 09:00:00,ET,45.6,-52.1,,,65,975,Neutral
2018,MICHAEL,,2018-10-13 12:00:00,ET,46.4,-48.2,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-13 15:00:00,ET,47.0,-44.4,,,65,975,Neutral
2018,MICHAEL,,2018-10-13 18:00:00,ET,47.6,-40.7,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-13 21:00:00,ET,48.1,-36.9,,,65,975,Neutral
2018,MICHAEL,,2018-10-14 00:00:00,ET,48.4,-33.1,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-14 03:00:00,ET,48.7,-29.4,,,65,975,Neutral
2018,MICHAEL,,2018-10-14 06:00:00,ET,48.8,-26.1,65.0,975.0,65,975,Neutral
2018,MICHAEL,,2018-10-14 09:00:00,ET,48.8,-23.2,,,63,975,Neutral
2018,MICHAEL,,2018-10-14 12:00:00,ET,48.6,-20.7,60.0,975.0,60,975,Neutral
2018,MICHAEL,,2018-10-14 15:00:00,ET,48.2,-18.4,,,58,977,Neutral
2018,MICHAEL,,2018-10-14 18:00:00,ET,47.5,-16.4,55.0,978.0,55,978,Neutral
2018,MICHAEL,,2018-10-14 21:00:00,ET,46.7,-14.8,,,55,980,Neutral
2018,MICHAEL,,2018-10-15 00:00:00,ET,45.9,-13.5,55.0,982.0,55,982,Neutral
2018,MICHAEL,,2018-10-15 03:00:00,ET,45.1,-12.3,,,53,986,Neutral
2018,MICHAEL,,2018-10-15 06:00:00,ET,44.4,-11.4,50.0,989.0,50,989,Neutral
2018,MICHAEL,,2018-10-15 09:00:00,ET,43.6,-10.7,,,43,993,Neutral
2018,MICHAEL,,2018-10-15 12:00:00,ET,42.8,-10.3,35.0,996.0,35,996,Neutral
2018,MICHAEL,,2018-10-15 15:00:00,ET,42.0,-10.1,,,35,999,Neutral
2018,MICHAEL,,2018-10-15 18:00:00,ET,41.2,-10.0,35.0,1001.0,35,1001,Neutral
2017,IRMA,,2017-08-30 00:00:00,TS,16.1,-26.9,30.0,1008.0,30,1008,Neutral
2017,IRMA,,2017-08-30 03:00:00,TS,16.1,-27.6,,,33,1008,Neutral
2017,IRMA,,2017-08-30 06:00:00,TS,16.2,-28.3,35.0,1007.0,35,1007,Neutral
2017,IRMA,,2017-08-30 09:00:00,TS,16.3,-29.0,,,40,1007,Neutral
2017,IRMA,,2017-08-30 12:00:00,TS,16.3,-29.7,45.0,1006.0,45,1006,Neutral
2017,IRMA,,2017-08-30 15:00:00,TS,16.3,-30.3,,,48,1005,Neutral
2017,IRMA,,2017-08-30 18:00:00,TS,16.3,-30.8,50.0,1004.0,50,1004,Neutral
2017,IRMA,,2017-08-30 21:00:00,TS,16.3,-31.3,,,53,1002,Neutral
2017,IRMA,,2017-08-31 00:00:00,TS,16.3,-31.7,55.0,999.0,55,999,Neutral
2017,IRMA,,2017-08-31 03:00:00,TS,16.3,-32.1,,,60,997,Neutral
2017,IRMA,,2017-08-31 06:00:00,TS,16.4,-32.5,65.0,994.0,65,994,Neutral
2017,IRMA,,2017-08-31 09:00:00,TS,16.5,-32.9,,,73,989,Neutral
2017,IRMA,,2017-08-31 12:00:00,TS,16.7,-33.4,80.0,983.0,80,983,Neutral
2017,IRMA,,2017-08-31 15:00:00,TS,16.9,-33.8,,,88,977,Neutral
2017,IRMA,,2017-08-31 18:00:00,TS,17.1,-34.2,95.0,970.0,95,970,Neutral
2017,IRMA,,2017-08-31 21:00:00,TS,17.3,-34.6,,,98,969,Neutral
2017,IRMA,,2017-09-01 00:00:00,TS,17.5,-35.1,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-01 03:00:00,TS,17.7,-35.6,,,100,967,Neutral
2017,IRMA,,2017-09-01 06:00:00,TS,17.9,-36.1,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-01 09:00:00,TS,18.1,-36.7,,,100,967,Neutral
2017,IRMA,,2017-09-01 12:00:00,TS,18.4,-37.3,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-01 15:00:00,TS,18.6,-37.9,,,100,967,Neutral
2017,IRMA,,2017-09-01 18:00:00,TS,18.8,-38.5,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-01 21:00:00,TS,19.0,-39.1,,,100,967,Neutral
2017,IRMA,,2017-09-02 00:00:00,TS,19.1,-39.7,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-02 03:00:00,TS,19.1,-40.4,,,100,967,Neutral
2017,IRMA,,2017-09-02 06:00:00,TS,19.1,-41.1,100.0,967.0,100,967,Neutral
2017,IRMA,,2017-09-02 09:00:00,TS,19.0,-41.8,,,98,970,Neutral
2017,IRMA,,2017-09-02 12:00:00,TS,18.9,-42.6,95.0,973.0,95,973,Neutral
2017,IRMA,,2017-09-02 15:00:00,TS,18.8,-43.4,,,95,973,Neutral
2017,IRMA,,2017-09-02 18:00:00,TS,18.7,-44.1,95.0,973.0,95,973,Neutral
2017,IRMA,,2017-09-02 21:00:00,TS,18.6,-44.8,,,95,973,Neutral
2017,IRMA,,2017-09-03 00:00:00,TS,18.5,-45.5,95.0,973.0,95,973,Neutral
2017,IRMA,,2017-09-03 03:00:00,TS,18.4,-46.1,,,95,973,Neutral
2017,IRMA,,2017-09-03 06:00:00,TS,18.2,-46.7,95.0,973.0,95,973,Neutral
2017,IRMA,,2017-09-03 09:00:00,TS,18.0,-47.3,,,98,971,Neutral
2017,IRMA,,2017-09-03 12:00:00,TS,17.9,-47.9,100.0,969.0,100,969,Neutral
2017,IRMA,,2017-09-03 15:00:00,TS,17.7,-48.5,,,100,967,Neutral
2017,IRMA,,2017-09-03 18:00:00,TS,17.6,-49.2,100.0,965.0,100,965,Neutral
2017,IRMA,,2017-09-03 21:00:00,TS,17.4,-49.8,,,100,962,Neutral
2017,IRMA,,2017-09-04 00:00:00,TS,17.3,-50.4,100.0,959.0,100,959,Neutral
2017,IRMA,,2017-09-04 03:00:00,TS,17.1,-51.0,,,103,956,Neutral
2017,IRMA,,2017-09-04 06:00:00,TS,17.0,-51.5,105.0,952.0,105,952,Neutral
2017,IRMA,,2017-09-04 09:00:00,TS,16.9,-52.0,,,108,949,Neutral
2017,IRMA,,2017-09-04 12:00:00,TS,16.8,-52.6,110.0,945.0,110,945,Neutral
2017,IRMA,,2017-09-04 15:00:00,TS,16.7,-53.2,,,113,945,Neutral
2017,IRMA,,2017-09-04 18:00:00,TS,16.7,-53.9,115.0,944.0,115,944,Neutral
2017,IRMA,,2017-09-04 21:00:00,TS,16.6,-54.5,,,120,944,Neutral
2017,IRMA,,2017-09-05 00:00:00,TS,16.6,-55.1,125.0,943.0,125,943,Neutral
2017,IRMA,,2017-09-05 03:00:00,TS,16.6,-55.7,,,130,938,Neutral
2017,IRMA,,2017-09-05 06:00:00,TS,16.6,-56.4,135.0,933.0,135,933,Neutral
2017,IRMA,,2017-09-05 09:00:00,TS,16.6,-57.1,,,143,931,Neutral
2017,IRMA,,2017-09-05 12:00:00,TS,16.7,-57.8,150.0,929.0,150,929,Neutral
2017,IRMA,,2017-09-05 15:00:00,TS,16.8,-58.5,,,153,928,Neutral
2017,IRMA,,2017-09-05 18:00:00,TS,16.9,-59.2,155.0,926.0,155,926,Neutral
2017,IRMA,,2017-09-05 21:00:00,TS,17.1,-59.9,,,155,921,Neutral
2017,IRMA,,2017-09-06 00:00:00,TS,17.3,-60.6,155.0,915.0,155,915,Neutral
2017,IRMA,,2017-09-06 03:00:00,TS,17.6,-61.1,,,155,914,Neutral
2017,IRMA,,2017-09-06 05:45:00,TS,17.7,-61.8,155.0,914.0,155,914,Neutral
2017,IRMA,,2017-09-06 06:00:00,TS,17.7,-61.9,155.0,914.0,155,914,Neutral
2017,IRMA,,2017-09-06 09:00:00,TS,17.9,-62.7,,,155,914,Neutral
2017,IRMA,,2017-09-06 11:15:00,TS,18.1,-63.1,155.0,914.0,155,914,Neutral
2017,IRMA,,2017-09-06 12:00:00,TS,18.1,-63.3,155.0,915.0,155,915,Neutral
2017,IRMA,,2017-09-06 15:00:00,TS,18.3,-64.1,,,155,915,Neutral
2017,IRMA,,2017-09-06 16:30:00,TS,18.5,-64.4,155.0,915.0,155,915,Neutral
2017,IRMA,,2017-09-06 18:00:00,TS,18.6,-64.7,150.0,916.0,150,916,Neutral
2017,IRMA,,2017-09-06 21:00:00,TS,18.9,-65.4,,,150,916,Neutral
2017,IRMA,,2017-09-07 00:00:00,TS,19.2,-66.2,150.0,916.0,150,916,Neutral
2017,IRMA,,2017-09-07 03:00:00,TS,19.5,-66.9,,,148,918,Neutral
2017,IRMA,,2017-09-07 06:00:00,TS,19.7,-67.6,145.0,920.0,145,920,Neutral
2017,IRMA,,2017-09-07 09:00:00,TS,19.9,-68.3,,,145,921,Neutral
2017,IRMA,,2017-09-07 12:00:00,TS,20.2,-69.0,145.0,921.0,145,921,Neutral
2017,IRMA,,2017-09-07 15:00:00,TS,20.5,-69.7,,,145,922,Neutral
2017,IRMA,,2017-09-07 18:00:00,TS,20.7,-70.4,145.0,922.0,145,922,Neutral
2017,IRMA,,2017-09-07 21:00:00,TS,20.9,-71.1,,,143,921,Neutral
2017,IRMA,,2017-09-08 00:00:00,TS,21.1,-71.8,140.0,919.0,140,919,Neutral
2017,IRMA,,2017-09-08 03:00:00,TS,21.4,-72.5,,,137,922,Neutral
2017,IRMA,,2017-09-08 05:00:00,TS,21.5,-73.0,135.0,924.0,135,924,Neutral
2017,IRMA,,2017-09-08 06:00:00,TS,21.5,-73.2,135.0,925.0,135,925,Neutral
2017,IRMA,,2017-09-08 09:00:00,TS,21.6,-73.9,,,135,926,Neutral
2017,IRMA,,2017-09-08 12:00:00,TS,21.8,-74.7,135.0,927.0,135,927,Neutral
2017,IRMA,,2017-09-08 15:00:00,TS,21.9,-75.4,,,138,926,Neutral
2017,IRMA,,2017-09-08 18:00:00,TS,22.0,-76.0,140.0,925.0,140,925,Neutral
2017,IRMA,,2017-09-08 21:00:00,TS,22.0,-76.6,,,143,925,Neutral
2017,IRMA,,2017-09-09 00:00:00,TS,22.1,-77.2,145.0,924.0,145,924,Neutral
2017,IRMA,,2017-09-09 03:00:00,TS,22.3,-77.9,145.0,924.0,145,924,Neutral
2017,IRMA,,2017-09-09 06:00:00,TS,22.4,-78.3,130.0,930.0,130,930,Neutral
2017,IRMA,,2017-09-09 09:00:00,TS,22.5,-78.8,,,120,936,Neutral
2017,IRMA,,2017-09-09 12:00:00,TS,22.7,-79.3,110.0,941.0,110,941,Neutral
2017,IRMA,,2017-09-09 15:00:00,TS,22.9,-79.8,,,103,940,Neutral
2017,IRMA,,2017-09-09 18:00:00,TS,23.1,-80.2,95.0,938.0,95,938,Neutral
2017,IRMA,,2017-09-09 21:00:00,TS,23.3,-80.6,,,98,935,Neutral
2017,IRMA,,2017-09-10 00:00:00,TS,23.4,-80.9,100.0,932.0,100,932,Neutral
2017,IRMA,,2017-09-10 03:00:00,TS,23.5,-81.1,,,108,931,Neutral
2017,IRMA,,2017-09-10 06:00:00,TS,23.7,-81.3,115.0,930.0,115,930,Neutral
2017,IRMA,,2017-09-10 09:00:00,TS,24.0,-81.4,,,115,931,Neutral
2017,IRMA,,2017-09-10 12:00:00,TS,24.5,-81.5,115.0,931.0,115,931,Neutral
2017,IRMA,,2017-09-10 13:00:00,TS,24.7,-81.5,115.0,931.0,115,931,Neutral
2017,IRMA,,2017-09-10 15:00:00,TS,25.1,-81.6,,,109,933,Neutral
2017,IRMA,,2017-09-10 18:00:00,TS,25.6,-81.7,100.0,936.0,100,936,Neutral
2017,IRMA,,2017-09-10 19:30:00,TS,25.9,-81.7,100.0,936.0,100,936,Neutral
2017,IRMA,,2017-09-10 21:00:00,TS,26.2,-81.7,,,93,938,Neutral
2017,IRMA,,2017-09-11 00:00:00,TS,26.8,-81.7,80.0,942.0,80,942,Neutral
2017,IRMA,,2017-09-11 03:00:00,TS,27.5,-81.9,,,73,952,Neutral
2017,IRMA,,2017-09-11 06:00:00,TS,28.2,-82.2,65.0,961.0,65,961,Neutral
2017,IRMA,,2017-09-11 09:00:00,TS,28.9,-82.4,,,58,966,Neutral
2017,IRMA,,2017-09-11 12:00:00,TS,29.6,-82.7,50.0,970.0,50,970,Neutral
2017,IRMA,,2017-09-11 15:00:00,TS,30.3,-83.1,,,48,975,Neutral
2017,IRMA,,2017-09-11 18:00:00,TS,30.9,-83.5,45.0,980.0,45,980,Neutral
2017,IRMA,,2017-09-11 21:00:00,TS,31.4,-83.9,,,40,983,Neutral
2017,IRMA,,2017-09-12 00:00:00,TS,31.9,-84.4,35.0,986.0,35,986,Neutral
2017,IRMA,,2017-09-12 03:00:00,TS,32.4,-85.0,,,30,992,Neutral
2017,IRMA,,2017-09-12 06:00:00,DS,32.9,-85.6,25.0,997.0,25,997,Neutral
2017,IRMA,,2017-09-12 09:00:00,DS,33.3,-86.3,,,23,999,Neutral
2017,IRMA,,2017-09-12 12:00:00,DS,33.8,-86.9,20.0,1000.0,20,1000,Neutral
2017,IRMA,,2017-09-12 15:00:00,DS,34.3,-87.5,,,18,1002,Neutral
2017,IRMA,,2017-09-12 18:00:00,DS,34.8,-88.1,15.0,1003.0,15,1003,Neutral
2017,IRMA,,2017-09-12 21:00:00,DS,35.2,-88.5,,,15,1004,Neutral
2017,IRMA,,2017-09-13 00:00:00,DS,35.6,-88.9,15.0,1004.0,15,1004,Neutral
2017,IRMA,,2017-09-13 03:00:00,DS,35.9,-89.2,,,15,1004,Neutral
2017,IRMA,,2017-09-13 06:00:00,DS,36.2,-89.5,15.0,1004.0,15,1004,Neutral
2017,IRMA,,2017-09-13 09:00:00,DS,36.5,-89.8,,,15,1005,Neutral
2017,IRMA,,2017-09-13 12:00:00,DS,36.8,-90.1,15.0,1005.0,15,1005,Neutral
2016,MATTHEW,,2016-09-28 12:00:00,TS,13.4,-59.8,50.0,1009.0,50,1009,El Niño
2016,MATTHEW,,2016-09-28 15:00:00,TS,13.5,-60.5,,,50,1009,El Niño
2016,MATTHEW,,2016-09-28 18:00:00,TS,13.6,-61.2,50.0,1008.0,50,1008,El Niño
2016,MATTHEW,,2016-09-28 21:00:00,TS,13.8,-61.9,,,53,1006,El Niño
2016,MATTHEW,,2016-09-29 00:00:00,TS,13.9,-62.6,55.0,1004.0,55,1004,El Niño
2016,MATTHEW,,2016-09-29 03:00:00,TS,14.0,-63.3,,,55,1003,El Niño
2016,MATTHEW,,2016-09-29 06:00:00,TS,14.0,-64.0,55.0,1002.0,55,1002,El Niño
2016,MATTHEW,,2016-09-29 09:00:00,TS,14.0,-64.8,,,58,999,El Niño
2016,MATTHEW,,2016-09-29 12:00:00,TS,14.1,-65.5,60.0,995.0,60,995,El Niño
2016,MATTHEW,,2016-09-29 15:00:00,TS,14.2,-66.2,,,63,994,El Niño
2016,MATTHEW,,2016-09-29 18:00:00,TS,14.2,-66.9,65.0,993.0,65,993,El Niño
2016,MATTHEW,,2016-09-29 21:00:00,TS,14.2,-67.5,,,68,990,El Niño
2016,MATTHEW,,2016-09-30 00:00:00,TS,14.2,-68.1,70.0,987.0,70,987,El Niño
2016,MATTHEW,,2016-09-30 03:00:00,TS,14.1,-68.7,,,78,983,El Niño
2016,MATTHEW,,2016-09-30 06:00:00,TS,14.0,-69.3,85.0,979.0,85,979,El Niño
2016,MATTHEW,,2016-09-30 09:00:00,TS,13.9,-69.9,,,93,974,El Niño
2016,MATTHEW,,2016-09-30 12:00:00,TS,13.8,-70.4,100.0,968.0,100,968,El Niño
2016,MATTHEW,,2016-09-30 15:00:00,TS,13.6,-70.8,,,110,962,El Niño
2016,MATTHEW,,2016-09-30 18:00:00,TS,13.5,-71.2,120.0,955.0,120,955,El Niño
2016,MATTHEW,,2016-09-30 21:00:00,TS,13.4,-71.6,,,133,949,El Niño
2016,MATTHEW,,2016-10-01 00:00:00,TS,13.4,-71.9,145.0,942.0,145,942,El Niño
2016,MATTHEW,,2016-10-01 03:00:00,TS,13.4,-72.2,,,143,942,El Niño
2016,MATTHEW,,2016-10-01 06:00:00,TS,13.4,-72.5,140.0,942.0,140,942,El Niño
2016,MATTHEW,,2016-10-01 09:00:00,TS,13.4,-72.8,,,138,943,El Niño
2016,MATTHEW,,2016-10-01 12:00:00,TS,13.4,-73.1,135.0,944.0,135,944,El Niño
2016,MATTHEW,,2016-10-01 15:00:00,TS,13.4,-73.2,,,133,943,El Niño
2016,MATTHEW,,2016-10-01 18:00:00,TS,13.4,-73.3,130.0,942.0,130,942,El Niño
2016,MATTHEW,,2016-10-01 21:00:00,TS,13.4,-73.4,,,130,941,El Niño
2016,MATTHEW,,2016-10-02 00:00:00,TS,13.5,-73.5,130.0,940.0,130,940,El Niño
2016,MATTHEW,,2016-10-02 03:00:00,TS,13.6,-73.7,,,128,941,El Niño
2016,MATTHEW,,2016-10-02 06:00:00,TS,13.7,-73.9,125.0,941.0,125,941,El Niño
2016,MATTHEW,,2016-10-02 09:00:00,TS,13.8,-74.1,,,128,944,El Niño
2016,MATTHEW,,2016-10-02 12:00:00,TS,14.0,-74.3,130.0,947.0,130,947,El Niño
2016,MATTHEW,,2016-10-02 15:00:00,TS,14.1,-74.5,,,133,946,El Niño
2016,MATTHEW,,2016-10-02 18:00:00,TS,14.2,-74.7,135.0,945.0,135,945,El Niño
2016,MATTHEW,,2016-10-02 21:00:00,TS,14.3,-74.9,,,133,945,El Niño
2016,MATTHEW,,2016-10-03 00:00:00,TS,14.5,-75.0,130.0,944.0,130,944,El Niño
2016,MATTHEW,,2016-10-03 03:00:00,TS,14.7,-75.0,,,128,943,El Niño
2016,MATTHEW,,2016-10-03 06:00:00,TS,14.9,-75.0,125.0,942.0,125,942,El Niño
2016,MATTHEW,,2016-10-03 09:00:00,TS,15.1,-75.0,,,125,942,El Niño
2016,MATTHEW,,2016-10-03 12:00:00,TS,15.4,-75.0,125.0,941.0,125,941,El Niño
2016,MATTHEW,,2016-10-03 15:00:00,TS,15.6,-75.0,,,125,940,El Niño
2016,MATTHEW,,2016-10-03 18:00:00,TS,15.9,-74.9,125.0,938.0,125,938,El Niño
2016,MATTHEW,,2016-10-03 21:00:00,TS,16.2,-74.8,,,128,936,El Niño
2016,MATTHEW,,2016-10-04 00:00:00,TS,16.6,-74.6,130.0,934.0,130,934,El Niño
2016,MATTHEW,,2016-10-04 03:00:00,TS,17.0,-74.5,,,130,934,El Niño
2016,MATTHEW,,2016-10-04 06:00:00,TS,17.5,-74.4,130.0,934.0,130,934,El Niño
2016,MATTHEW,,2016-10-04 09:00:00,TS,18.0,-74.3,,,130,935,El Niño
2016,MATTHEW,,2016-10-04 11:00:00,TS,18.3,-74.3,130.0,935.0,130,935,El Niño
2016,MATTHEW,,2016-10-04 12:00:00,TS,18.4,-74.3,125.0,937.0,125,937,El Niño
2016,MATTHEW,,2016-10-04 15:00:00,TS,18.8,-74.3,,,123,942,El Niño
2016,MATTHEW,,2016-10-04 18:00:00,TS,19.3,-74.3,120.0,947.0,120,947,El Niño
2016,MATTHEW,,2016-10-04 21:00:00,TS,19.7,-74.3,,,118,948,El Niño
2016,MATTHEW,,2016-10-05 00:00:00,TS,20.1,-74.3,115.0,949.0,115,949,El Niño
2016,MATTHEW,,2016-10-05 03:00:00,TS,20.4,-74.3,,,113,955,El Niño
2016,MATTHEW,,2016-10-05 06:00:00,TS,20.7,-74.4,110.0,960.0,110,960,El Niño
2016,MATTHEW,,2016-10-05 09:00:00,TS,21.0,-74.6,,,108,961,El Niño
2016,MATTHEW,,2016-10-05 12:00:00,TS,21.4,-74.8,105.0,962.0,105,962,El Niño
2016,MATTHEW,,2016-10-05 15:00:00,TS,21.8,-75.1,,,105,963,El Niño
2016,MATTHEW,,2016-10-05 18:00:00,TS,22.2,-75.4,105.0,963.0,105,963,El Niño
2016,MATTHEW,,2016-10-05 21:00:00,TS,22.6,-75.7,,,105,962,El Niño
2016,MATTHEW,,2016-10-06 00:00:00,TS,23.0,-76.0,105.0,960.0,105,960,El Niño
2016,MATTHEW,,2016-10-06 03:00:00,TS,23.4,-76.3,,,108,956,El Niño
2016,MATTHEW,,2016-10-06 06:00:00,TS,23.8,-76.7,110.0,952.0,110,952,El Niño
2016,MATTHEW,,2016-10-06 09:00:00,TS,24.2,-77.1,,,115,945,El Niño
2016,MATTHEW,,2016-10-06 12:00:00,TS,24.7,-77.5,120.0,937.0,120,937,El Niño
2016,MATTHEW,,2016-10-06 15:00:00,TS,25.2,-77.9,,,120,937,El Niño
