Year,Name,BASIN,ISO_TIME,NATURE,LAT,LON,WMO WIND,WMO PRES,USA WIND,USA PRES,ENSO
2020,SALLY,,2020-09-15 03:00:00,TS,28.7,-87.9,,,73,985,Neutral
2020,SALLY,,2020-09-15 06:00:00,TS,28.8,-88.0,70.0,984.0,70,984,Neutral
2020,SALLY,,2020-09-15 09:00:00,TS,28.9,-88.1,,,70,983,Neutral
2020,SALLY,,2020-09-15 12:00:00,TS,29.0,-88.1,70.0,982.0,70,982,Neutral
2020,SALLY,,2020-09-15 15:00:00,TS,29.1,-88.1,,,70,982,Neutral
2020,SALLY,,2020-09-15 18:00:00,TS,29.3,-88.1,70.0,981.0,70,981,Neutral
2020,SALLY,,2020-09-15 21:00:00,TS,29.5,-88.1,,,73,978,Neutral
2020,SALLY,,2020-09-16 00:00:00,TS,29.6,-88.0,75.0,975.0,75,975,Neutral
2020,SALLY,,2020-09-16 03:00:00,TS,29.7,-88.0,,,85,971,Neutral
2020,SALLY,,2020-09-16 06:00:00,TS,29.9,-87.9,95.0,967.0,95,967,Neutral
2020,SALLY,,2020-09-16 09:00:00,TS,30.2,-87.7,,,95,965,Neutral
2020,SALLY,,2020-09-16 09:45:00,TS,30.3,-87.7,95.0,965.0,95,965,Neutral
2020,SALLY,,2020-09-16 12:00:00,TS,30.5,-87.6,85.0,967.0,85,967,Neutral
2020,SALLY,,2020-09-16 15:00:00,TS,30.8,-87.4,,,73,975,Neutral
2020,SALLY,,2020-09-16 18:00:00,TS,31.1,-87.2,60.0,982.0,60,982,Neutral
2020,SALLY,,2020-09-16 21:00:00,TS,31.4,-87.0,,,48,988,Neutral
2020,SALLY,,2020-09-17 00:00:00,TS,31.6,-86.7,35.0,994.0,35,994,Neutral
2020,SALLY,,2020-09-17 03:00:00,TS,31.8,-86.4,,,33,997,Neutral
2020,SALLY,,2020-09-17 06:00:00,TS,32.1,-86.1,30.0,1000.0,30,1000,Neutral
2020,SALLY,,2020-09-17 09:00:00,TS,32.3,-85.7,,,30,1002,Neutral
2020,SALLY,,2020-09-17 12:00:00,ET,32.6,-85.2,30.0,1003.0,30,1003,Neutral
2020,SALLY,,2020-09-17 15:00:00,ET,32.9,-84.5,,,30,1004,Neutral
2020,SALLY,,2020-09-17 18:00:00,ET,33.2,-83.8,30.0,1004.0,30,1004,Neutral
2020,SALLY,,2020-09-17 21:00:00,ET,33.5,-83.1,,,30,1004,Neutral
2020,SALLY,,2020-09-18 00:00:00,ET,33.7,-82.3,30.0,1004.0,30,1004,Neutral
2020,SALLY,,2020-09-18 03:00:00,ET,33.9,-81.5,,,30,1005,Neutral
2020,SALLY,,2020-09-18 06:00:00,ET,34.1,-80.8,30.0,1005.0,30,1005,Neutral
2020,ISAIAS,,2020-07-28 12:00:00,DS,12.5,-54.0,35.0,1007.0,35,1007,Neutral
2020,ISAIAS,,2020-07-28 15:00:00,DS,12.8,-55.3,,,35,1007,Neutral
2020,ISAIAS,,2020-07-28 18:00:00,DS,13.2,-56.4,35.0,1006.0,35,1006,Neutral
2020,ISAIAS,,2020-07-28 21:00:00,DS,13.6,-57.4,,,38,1006,Neutral
2020,ISAIAS,,2020-07-29 00:00:00,DS,14.1,-58.3,40.0,1005.0,40,1005,Neutral
2020,ISAIAS,,2020-07-29 03:00:00,DS,14.5,-59.3,,,40,1005,Neutral
2020,ISAIAS,,2020-07-29 06:00:00,DS,14.8,-60.3,40.0,1005.0,40,1005,Neutral
2020,ISAIAS,,2020-07-29 09:00:00,DS,15.0,-61.3,,,40,1005,Neutral
2020,ISAIAS,,2020-07-29 12:00:00,DS,15.2,-62.2,40.0,1005.0,40,1005,Neutral
2020,ISAIAS,,2020-07-29 15:00:00,DS,15.2,-63.1,,,40,1005,Neutral
2020,ISAIAS,,2020-07-29 18:00:00,DS,15.3,-64.0,40.0,1005.0,40,1005,Neutral
2020,ISAIAS,,2020-07-29 21:00:00,DS,15.5,-64.9,,,43,1005,Neutral
2020,ISAIAS,,2020-07-30 00:00:00,TS,15.8,-65.7,45.0,1004.0,45,1004,Neutral
2020,ISAIAS,,2020-07-30 03:00:00,TS,16.2,-66.5,,,48,1004,Neutral
2020,ISAIAS,,2020-07-30 06:00:00,TS,16.7,-67.2,50.0,1003.0,50,1003,Neutral
2020,ISAIAS,,2020-07-30 09:00:00,TS,17.2,-67.9,,,53,1003,Neutral
2020,ISAIAS,,2020-07-30 12:00:00,TS,17.7,-68.5,55.0,1002.0,55,1002,Neutral
2020,ISAIAS,,2020-07-30 15:00:00,TS,18.1,-69.0,,,55,1002,Neutral
2020,ISAIAS,,2020-07-30 16:15:00,TS,18.4,-69.3,55.0,1002.0,55,1002,Neutral
2020,ISAIAS,,2020-07-30 18:00:00,TS,18.9,-69.8,60.0,999.0,60,999,Neutral
2020,ISAIAS,,2020-07-30 21:00:00,TS,19.5,-70.5,,,63,998,Neutral
2020,ISAIAS,,2020-07-31 00:00:00,TS,19.9,-71.2,65.0,996.0,65,996,Neutral
2020,ISAIAS,,2020-07-31 03:00:00,TS,20.2,-72.0,,,68,993,Neutral
2020,ISAIAS,,2020-07-31 06:00:00,TS,20.5,-72.7,70.0,990.0,70,990,Neutral
2020,ISAIAS,,2020-07-31 09:00:00,TS,20.9,-73.4,70.0,990.0,70,990,Neutral
2020,ISAIAS,,2020-07-31 12:00:00,TS,21.3,-74.0,65.0,992.0,65,992,Neutral
2020,ISAIAS,,2020-07-31 15:00:00,TS,21.7,-74.6,,,68,991,Neutral
2020,ISAIAS,,2020-07-31 18:00:00,TS,22.1,-75.1,70.0,990.0,70,990,Neutral
2020,ISAIAS,,2020-07-31 21:00:00,TS,22.5,-75.5,,,73,989,Neutral
2020,ISAIAS,,2020-08-01 00:00:00,TS,22.9,-75.9,75.0,987.0,75,987,Neutral
2020,ISAIAS,,2020-08-01 03:00:00,TS,23.3,-76.3,,,75,987,Neutral
2020,ISAIAS,,2020-08-01 06:00:00,TS,23.6,-76.7,75.0,987.0,75,987,Neutral
2020,ISAIAS,,2020-08-01 09:00:00,TS,24.0,-77.0,,,73,987,Neutral
2020,ISAIAS,,2020-08-01 12:00:00,TS,24.3,-77.5,70.0,987.0,70,987,Neutral
2020,ISAIAS,,2020-08-01 13:00:00,TS,24.4,-77.7,70.0,989.0,70,989,Neutral
2020,ISAIAS,,2020-08-01 15:00:00,TS,24.6,-78.0,,,66,991,Neutral
2020,ISAIAS,,2020-08-01 18:00:00,TS,24.8,-78.3,60.0,993.0,60,993,Neutral
2020,ISAIAS,,2020-08-01 21:00:00,TS,25.0,-78.6,,,60,994,Neutral
2020,ISAIAS,,2020-08-02 00:00:00,TS,25.3,-78.9,60.0,995.0,60,995,Neutral
2020,ISAIAS,,2020-08-02 03:00:00,TS,25.6,-79.1,,,58,996,Neutral
2020,ISAIAS,,2020-08-02 06:00:00,TS,25.9,-79.2,55.0,996.0,55,996,Neutral
2020,ISAIAS,,2020-08-02 09:00:00,TS,26.2,-79.4,,,55,996,Neutral
2020,ISAIAS,,2020-08-02 12:00:00,TS,26.6,-79.5,55.0,995.0,55,995,Neutral
2020,ISAIAS,,2020-08-02 15:00:00,TS,27.0,-79.6,,,58,995,Neutral
2020,ISAIAS,,2020-08-02 18:00:00,TS,27.4,-79.6,60.0,995.0,60,995,Neutral
2020,ISAIAS,,2020-08-02 21:00:00,TS,27.8,-79.6,,,60,995,Neutral
2020,ISAIAS,,2020-08-03 00:00:00,TS,28.2,-79.7,60.0,995.0,60,995,Neutral
2020,ISAIAS,,2020-08-03 03:00:00,TS,28.6,-79.8,,,60,995,Neutral
2020,ISAIAS,,2020-08-03 06:00:00,TS,29.1,-79.9,60.0,995.0,60,995,Neutral
2020,ISAIAS,,2020-08-03 09:00:00,TS,29.6,-80.0,,,60,995,Neutral
2020,ISAIAS,,2020-08-03 12:00:00,TS,30.1,-80.0,60.0,995.0,60,995,Neutral
2020,ISAIAS,,2020-08-03 15:00:00,TS,30.6,-79.9,,,63,993,Neutral
2020,ISAIAS,,2020-08-03 18:00:00,TS,31.2,-79.7,65.0,991.0,65,991,Neutral
2020,ISAIAS,,2020-08-03 21:00:00,TS,31.9,-79.5,,,73,989,Neutral
2020,ISAIAS,,2020-08-04 00:00:00,TS,32.8,-79.1,80.0,986.0,80,986,Neutral
2020,ISAIAS,,2020-08-04 03:00:00,TS,33.8,-78.5,,,80,986,Neutral
2020,ISAIAS,,2020-08-04 03:10:00,TS,33.9,-78.5,80.0,986.0,80,986,Neutral
2020,ISAIAS,,2020-08-04 06:00:00,TS,35.0,-78.1,60.0,992.0,60,992,Neutral
2020,ISAIAS,,2020-08-04 09:00:00,TS,36.3,-77.5,,,60,993,Neutral
2020,ISAIAS,,2020-08-04 12:00:00,TS,37.7,-76.8,60.0,993.0,60,993,Neutral
2020,ISAIAS,,2020-08-04 15:00:00,TS,39.3,-76.0,,,58,994,Neutral
2020,ISAIAS,,2020-08-04 18:00:00,TS,40.9,-75.1,55.0,994.0,55,994,Neutral
2020,ISAIAS,,2020-08-04 21:00:00,TS,42.5,-74.1,,,50,996,Neutral
2020,ISAIAS,,2020-08-05 00:00:00,ET,44.0,-73.1,45.0,998.0,45,998,Neutral
2020,ISAIAS,,2020-08-05 03:00:00,ET,45.4,-72.4,,,40,999,Neutral
2020,ISAIAS,,2020-08-05 06:00:00,ET,46.7,-71.8,35.0,1000.0,35,1000,Neutral
2019,HUMBERTO,,2019-09-12 12:00:00,DS,23.0,-74.2,25.0,1010.0,25,1010,Neutral
2019,HUMBERTO,,2019-09-12 15:00:00,DS,23.2,-74.3,,,25,1010,Neutral
2019,HUMBERTO,,2019-09-12 18:00:00,DS,23.4,-74.3,25.0,1010.0,25,1010,Neutral
2019,HUMBERTO,,2019-09-12 21:00:00,DS,23.6,-74.3,,,25,1010,Neutral
2019,HUMBERTO,,2019-09-13 00:00:00,DS,23.8,-74.3,25.0,1009.0,25,1009,Neutral
2019,HUMBERTO,,2019-09-13 03:00:00,DS,24.0,-74.3,,,25,1009,Neutral
2019,HUMBERTO,,2019-09-13 06:00:00,DS,24.2,-74.4,25.0,1009.0,25,1009,Neutral
2019,HUMBERTO,,2019-09-13 09:00:00,DS,24.4,-74.4,,,28,1009,Neutral
2019,HUMBERTO,,2019-09-13 12:00:00,DS,24.7,-74.5,30.0,1008.0,30,1008,Neutral
2019,HUMBERTO,,2019-09-13 15:00:00,DS,25.0,-74.6,,,30,1008,Neutral
2019,HUMBERTO,,2019-09-13 18:00:00,TS,25.2,-74.7,30.0,1008.0,30,1008,Neutral
2019,HUMBERTO,,2019-09-13 21:00:00,TS,25.4,-74.9,,,33,1008,Neutral
2019,HUMBERTO,,2019-09-14 00:00:00,TS,25.6,-75.2,35.0,1007.0,35,1007,Neutral
2019,HUMBERTO,,2019-09-14 03:00:00,TS,25.8,-75.5,,,35,1007,Neutral
2019,HUMBERTO,,2019-09-14 06:00:00,TS,26.0,-75.9,35.0,1006.0,35,1006,Neutral
2019,HUMBERTO,,2019-09-14 09:00:00,TS,26.2,-76.2,,,38,1005,Neutral
2019,HUMBERTO,,2019-09-14 12:00:00,TS,26.5,-76.5,40.0,1004.0,40,1004,Neutral
2019,HUMBERTO,,2019-09-14 15:00:00,TS,26.7,-76.8,,,43,1004,Neutral
2019,HUMBERTO,,2019-09-14 18:00:00,TS,27.0,-77.0,45.0,1003.0,45,1003,Neutral
2019,HUMBERTO,,2019-09-14 21:00:00,TS,27.2,-77.2,,,48,1001,Neutral
2019,HUMBERTO,,2019-09-15 00:00:00,TS,27.5,-77.3,50.0,998.0,50,998,Neutral
2019,HUMBERTO,,2019-09-15 03:00:00,TS,27.7,-77.5,,,50,998,Neutral
2019,HUMBERTO,,2019-09-15 06:00:00,TS,28.0,-77.6,50.0,997.0,50,997,Neutral
2019,HUMBERTO,,2019-09-15 09:00:00,TS,28.3,-77.8,,,53,996,Neutral
2019,HUMBERTO,,2019-09-15 12:00:00,TS,28.6,-77.9,55.0,995.0,55,995,Neutral
2019,HUMBERTO,,2019-09-15 15:00:00,TS,28.9,-78.0,,,58,994,Neutral
2019,HUMBERTO,,2019-09-15 18:00:00,TS,29.1,-78.1,60.0,993.0,60,993,Neutral
2019,HUMBERTO,,2019-09-15 21:00:00,TS,29.2,-78.0,,,63,990,Neutral
2019,HUMBERTO,,2019-09-16 00:00:00,TS,29.2,-77.8,65.0,987.0,65,987,Neutral
2019,HUMBERTO,,2019-09-16 03:00:00,TS,29.3,-77.6,,,68,985,Neutral
2019,HUMBERTO,,2019-09-16 06:00:00,TS,29.5,-77.3,70.0,982.0,70,982,Neutral
2019,HUMBERTO,,2019-09-16 09:00:00,TS,29.6,-77.0,,,73,981,Neutral
2019,HUMBERTO,,2019-09-16 12:00:00,TS,29.8,-76.7,75.0,979.0,75,979,Neutral
2019,HUMBERTO,,2019-09-16 15:00:00,TS,30.0,-76.4,,,75,977,Neutral
2019,HUMBERTO,,2019-09-16 18:00:00,TS,30.1,-76.1,75.0,975.0,75,975,Neutral
2019,HUMBERTO,,2019-09-16 21:00:00,TS,30.2,-75.8,,,78,971,Neutral
2019,HUMBERTO,,2019-09-17 00:00:00,TS,30.3,-75.4,80.0,966.0,80,966,Neutral
2019,HUMBERTO,,2019-09-17 03:00:00,TS,30.4,-75.1,,,83,965,Neutral
2019,HUMBERTO,,2019-09-17 06:00:00,TS,30.5,-74.7,85.0,964.0,85,964,Neutral
2019,HUMBERTO,,2019-09-17 09:00:00,TS,30.6,-74.3,,,88,963,Neutral
2019,HUMBERTO,,2019-09-17 12:00:00,TS,30.7,-73.8,90.0,961.0,90,961,Neutral
2019,HUMBERTO,,2019-09-17 15:00:00,TS,30.8,-73.4,,,93,959,Neutral
2019,HUMBERTO,,2019-09-17 18:00:00,TS,30.9,-72.9,95.0,956.0,95,956,Neutral
2019,HUMBERTO,,2019-09-17 21:00:00,TS,31.0,-72.3,,,98,954,Neutral
2019,HUMBERTO,,2019-09-18 00:00:00,TS,31.2,-71.6,100.0,952.0,100,952,Neutral
2019,HUMBERTO,,2019-09-18 03:00:00,TS,31.3,-71.0,,,103,952,Neutral
2019,HUMBERTO,,2019-09-18 06:00:00,TS,31.5,-70.3,105.0,951.0,105,951,Neutral
2019,HUMBERTO,,2019-09-18 09:00:00,TS,31.7,-69.6,,,105,951,Neutral
2019,HUMBERTO,,2019-09-18 12:00:00,TS,32.0,-68.8,105.0,951.0,105,951,Neutral
2019,HUMBERTO,,2019-09-18 15:00:00,TS,32.2,-68.1,,,108,951,Neutral
2019,HUMBERTO,,2019-09-18 18:00:00,TS,32.5,-67.2,110.0,950.0,110,950,Neutral
2019,HUMBERTO,,2019-09-18 21:00:00,TS,32.8,-66.1,,,110,950,Neutral
2019,HUMBERTO,,2019-09-19 00:00:00,TS,33.2,-65.0,110.0,950.0,110,950,Neutral
2019,HUMBERTO,,2019-09-19 03:00:00,TS,33.8,-64.0,110.0,950.0,110,950,Neutral
2019,HUMBERTO,,2019-09-19 06:00:00,TS,34.5,-62.9,105.0,951.0,105,951,Neutral
2019,HUMBERTO,,2019-09-19 09:00:00,TS,35.2,-61.8,,,100,953,Neutral
2019,HUMBERTO,,2019-09-19 12:00:00,TS,36.0,-60.8,95.0,955.0,95,955,Neutral
2019,HUMBERTO,,2019-09-19 15:00:00,TS,36.9,-60.0,,,88,958,Neutral
2019,HUMBERTO,,2019-09-19 18:00:00,TS,37.7,-59.3,80.0,961.0,80,961,Neutral
2019,HUMBERTO,,2019-09-19 21:00:00,TS,38.4,-58.8,,,75,964,Neutral
2019,HUMBERTO,,2019-09-20 00:00:00,ET,39.1,-58.5,70.0,967.0,70,967,Neutral
2019,HUMBERTO,,2019-09-20 03:00:00,ET,39.8,-58.2,,,65,970,Neutral
2019,HUMBERTO,,2019-09-20 06:00:00,ET,40.4,-58.0,60.0,972.0,60,972,Neutral
2019,HUMBERTO,,2019-09-20 09:00:00,ET,41.0,-57.8,,,55,975,Neutral
2019,HUMBERTO,,2019-09-20 12:00:00,ET,41.5,-57.5,50.0,977.0,50,977,Neutral
2019,DORIAN ,,2019-08-24 06:00:00,TS,10.3,-46.4,25.0,1011.0,25,1011,Neutral
2019,DORIAN ,,2019-08-24 09:00:00,TS,10.3,-46.9,,,28,1011,Neutral
2019,DORIAN ,,2019-08-24 12:00:00,TS,10.4,-47.5,30.0,1010.0,30,1010,Neutral
2019,DORIAN ,,2019-08-24 15:00:00,TS,10.5,-48.1,,,33,1009,Neutral
2019,DORIAN ,,2019-08-24 18:00:00,TS,10.6,-48.7,35.0,1008.0,35,1008,Neutral
2019,DORIAN ,,2019-08-24 21:00:00,TS,10.7,-49.3,,,35,1008,Neutral
2019,DORIAN ,,2019-08-25 00:00:00,TS,10.8,-49.9,35.0,1008.0,35,1008,Neutral
2019,DORIAN ,,2019-08-25 03:00:00,TS,10.9,-50.4,,,35,1008,Neutral
2019,DORIAN ,,2019-08-25 06:00:00,TS,11.0,-51.0,35.0,1008.0,35,1008,Neutral
2019,DORIAN ,,2019-08-25 09:00:00,TS,11.1,-51.6,,,38,1008,Neutral
2019,DORIAN ,,2019-08-25 12:00:00,TS,11.2,-52.3,40.0,1007.0,40,1007,Neutral
2019,DORIAN ,,2019-08-25 15:00:00,TS,11.3,-52.9,,,43,1007,Neutral
2019,DORIAN ,,2019-08-25 18:00:00,TS,11.4,-53.5,45.0,1007.0,45,1007,Neutral
2019,DORIAN ,,2019-08-25 21:00:00,TS,11.5,-54.1,,,45,1007,Neutral
2019,DORIAN ,,2019-08-26 00:00:00,TS,11.6,-54.7,45.0,1007.0,45,1007,Neutral
2019,DORIAN ,,2019-08-26 03:00:00,TS,11.7,-55.4,,,45,1007,Neutral
2019,DORIAN ,,2019-08-26 06:00:00,TS,11.9,-56.0,45.0,1006.0,45,1006,Neutral
2019,DORIAN ,,2019-08-26 09:00:00,TS,12.0,-56.6,,,45,1006,Neutral
2019,DORIAN ,,2019-08-26 12:00:00,TS,12.2,-57.2,45.0,1006.0,45,1006,Neutral
2019,DORIAN ,,2019-08-26 15:00:00,TS,12.4,-57.8,,,45,1006,Neutral
2019,DORIAN ,,2019-08-26 18:00:00,TS,12.6,-58.3,45.0,1006.0,45,1006,Neutral
2019,DORIAN ,,2019-08-26 21:00:00,TS,12.8,-58.8,,,45,1006,Neutral
2019,DORIAN ,,2019-08-27 00:00:00,TS,13.0,-59.2,45.0,1005.0,45,1005,Neutral
2019,DORIAN ,,2019-08-27 01:30:00,TS,13.1,-59.4,45.0,1005.0,45,1005,Neutral
2019,DORIAN ,,2019-08-27 03:00:00,TS,13.2,-59.6,,,45,1005,Neutral
2019,DORIAN ,,2019-08-27 06:00:00,TS,13.5,-60.2,45.0,1005.0,45,1005,Neutral
2019,DORIAN ,,2019-08-27 09:00:00,TS,13.7,-60.5,,,45,1005,Neutral
2019,DORIAN ,,2019-08-27 11:00:00,TS,14.0,-60.9,45.0,1005.0,45,1005,Neutral
2019,DORIAN ,,2019-08-27 12:00:00,TS,14.2,-61.2,45.0,1005.0,45,1005,Neutral
2019,DORIAN ,,2019-08-27 15:00:00,TS,14.7,-61.7,,,45,1005,Neutral
2019,DORIAN ,,2019-08-27 18:00:00,TS,15.0,-62.0,45.0,1004.0,45,1004,Neutral
2019,DORIAN ,,2019-08-27 21:00:00,TS,15.4,-62.4,,,48,1004,Neutral
2019,DORIAN ,,2019-08-28 00:00:00,TS,15.7,-62.8,50.0,1003.0,50,1003,Neutral
2019,DORIAN ,,2019-08-28 03:00:00,TS,16.0,-63.2,,,53,1002,Neutral
2019,DORIAN ,,2019-08-28 06:00:00,TS,16.4,-63.5,55.0,1001.0,55,1001,Neutral
2019,DORIAN ,,2019-08-28 09:00:00,TS,16.8,-63.9,,,58,1000,Neutral
2019,DORIAN ,,2019-08-28 12:00:00,TS,17.3,-64.2,60.0,999.0,60,999,Neutral
2019,DORIAN ,,2019-08-28 15:00:00,TS,17.7,-64.5,,,64,996,Neutral
2019,DORIAN ,,2019-08-28 15:30:00,TS,17.8,-64.6,65.0,995.0,65,995,Neutral
2019,DORIAN ,,2019-08-28 18:00:00,TS,18.4,-65.1,70.0,993.0,70,993,Neutral
2019,DORIAN ,,2019-08-28 21:00:00,TS,18.9,-65.5,,,73,991,Neutral
2019,DORIAN ,,2019-08-29 00:00:00,TS,19.2,-65.7,75.0,989.0,75,989,Neutral
2019,DORIAN ,,2019-08-29 03:00:00,TS,19.6,-66.0,,,75,989,Neutral
2019,DORIAN ,,2019-08-29 06:00:00,TS,20.0,-66.3,75.0,988.0,75,988,Neutral
2019,DORIAN ,,2019-08-29 09:00:00,TS,20.5,-66.6,,,75,987,Neutral
2019,DORIAN ,,2019-08-29 12:00:00,TS,21.0,-66.9,75.0,986.0,75,986,Neutral
2019,DORIAN ,,2019-08-29 15:00:00,TS,21.5,-67.2,,,75,985,Neutral
2019,DORIAN ,,2019-08-29 18:00:00,TS,22.0,-67.4,75.0,983.0,75,983,Neutral
2019,DORIAN ,,2019-08-29 21:00:00,TS,22.4,-67.7,,,78,981,Neutral
2019,DORIAN ,,2019-08-30 00:00:00,TS,22.8,-68.0,80.0,978.0,80,978,Neutral
2019,DORIAN ,,2019-08-30 03:00:00,TS,23.2,-68.4,,,85,978,Neutral
2019,DORIAN ,,2019-08-30 06:00:00,TS,23.5,-68.8,90.0,978.0,90,978,Neutral
2019,DORIAN ,,2019-08-30 09:00:00,TS,23.9,-69.2,,,93,975,Neutral
2019,DORIAN ,,2019-08-30 12:00:00,TS,24.3,-69.5,95.0,972.0,95,972,Neutral
2019,DORIAN ,,2019-08-30 15:00:00,TS,24.6,-69.9,,,98,970,Neutral
2019,DORIAN ,,2019-08-30 18:00:00,TS,24.8,-70.3,100.0,968.0,100,968,Neutral
2019,DORIAN ,,2019-08-30 21:00:00,TS,25.1,-70.7,,,108,959,Neutral
2019,DORIAN ,,2019-08-31 00:00:00,TS,25.3,-71.1,115.0,949.0,115,949,Neutral
2019,DORIAN ,,2019-08-31 03:00:00,TS,25.5,-71.6,,,118,948,Neutral
2019,DORIAN ,,2019-08-31 06:00:00,TS,25.6,-72.1,120.0,947.0,120,947,Neutral
2019,DORIAN ,,2019-08-31 09:00:00,TS,25.8,-72.6,,,123,946,Neutral
2019,DORIAN ,,2019-08-31 12:00:00,TS,25.9,-73.0,125.0,944.0,125,944,Neutral
2019,DORIAN ,,2019-08-31 15:00:00,TS,26.0,-73.5,,,128,943,Neutral
2019,DORIAN ,,2019-08-31 18:00:00,TS,26.1,-74.0,130.0,942.0,130,942,Neutral
2019,DORIAN ,,2019-08-31 21:00:00,TS,26.2,-74.4,,,133,941,Neutral
2019,DORIAN ,,2019-09-01 00:00:00,TS,26.3,-74.7,135.0,939.0,135,939,Neutral
2019,DORIAN ,,2019-09-01 03:00:00,TS,26.4,-75.1,,,140,937,Neutral
2019,DORIAN ,,2019-09-01 06:00:00,TS,26.4,-75.6,145.0,934.0,145,934,Neutral
2019,DORIAN ,,2019-09-01 09:00:00,TS,26.5,-76.1,,,150,931,Neutral
2019,DORIAN ,,2019-09-01 12:00:00,TS,26.5,-76.5,155.0,927.0,155,927,Neutral
2019,DORIAN ,,2019-09-01 15:00:00,TS,26.5,-76.8,,,158,916,Neutral
2019,DORIAN ,,2019-09-01 16:40:00,TS,26.5,-77.0,160.0,910.0,160,910,Neutral
2019,DORIAN ,,2019-09-01 18:00:00,TS,26.5,-77.1,160.0,910.0,160,910,Neutral
2019,DORIAN ,,2019-09-01 21:00:00,TS,26.5,-77.4,,,158,912,Neutral
2019,DORIAN ,,2019-09-02 00:00:00,TS,26.6,-77.7,155.0,914.0,155,914,Neutral
2019,DORIAN ,,2019-09-02 02:15:00,TS,26.6,-77.8,155.0,914.0,155,914,Neutral
2019,DORIAN ,,2019-09-02 03:00:00,TS,26.6,-77.8,,,153,914,Neutral
2019,DORIAN ,,2019-09-02 06:00:00,TS,26.6,-78.0,145.0,916.0,145,916,Neutral
2019,DORIAN ,,2019-09-02 09:00:00,TS,26.6,-78.2,,,140,922,Neutral
2019,DORIAN ,,2019-09-02 12:00:00,TS,26.7,-78.3,135.0,927.0,135,927,Neutral
2019,DORIAN ,,2019-09-02 15:00:00,TS,26.7,-78.4,,,130,933,Neutral
2019,DORIAN ,,2019-09-02 18:00:00,TS,26.8,-78.4,125.0,938.0,125,938,Neutral
2019,DORIAN ,,2019-09-02 21:00:00,TS,26.9,-78.5,,,120,941,Neutral
2019,DORIAN ,,2019-09-03 00:00:00,TS,26.9,-78.5,115.0,944.0,115,944,Neutral
2019,DORIAN ,,2019-09-03 03:00:00,TS,26.9,-78.5,,,110,947,Neutral
2019,DORIAN ,,2019-09-03 06:00:00,TS,27.0,-78.5,105.0,950.0,105,950,Neutral
2019,DORIAN ,,2019-09-03 09:00:00,TS,27.0,-78.5,,,103,952,Neutral
2019,DORIAN ,,2019-09-03 12:00:00,TS,27.1,-78.5,100.0,954.0,100,954,Neutral
2019,DORIAN ,,2019-09-03 15:00:00,TS,27.3,-78.5,,,98,957,Neutral
2019,DORIAN ,,2019-09-03 18:00:00,TS,27.6,-78.6,95.0,959.0,95,959,Neutral
2019,DORIAN ,,2019-09-03 21:00:00,TS,27.8,-78.7,,,93,959,Neutral
2019,DORIAN ,,2019-09-04 00:00:00,TS,28.1,-78.8,90.0,959.0,90,959,Neutral
2019,DORIAN ,,2019-09-04 03:00:00,TS,28.4,-79.0,,,90,962,Neutral
2019,DORIAN ,,2019-09-04 06:00:00,TS,28.8,-79.2,90.0,964.0,90,964,Neutral
2019,DORIAN ,,2019-09-04 09:00:00,TS,29.2,-79.4,,,90,964,Neutral
2019,DORIAN ,,2019-09-04 12:00:00,TS,29.5,-79.6,90.0,963.0,90,963,Neutral
2019,DORIAN ,,2019-09-04 15:00:00,TS,29.8,-79.7,,,93,962,Neutral
2019,DORIAN ,,2019-09-04 18:00:00,TS,30.1,-79.7,95.0,960.0,95,960,Neutral
2019,DORIAN ,,2019-09-04 21:00:00,TS,30.4,-79.7,,,98,958,Neutral
2019,DORIAN ,,2019-09-05 00:00:00,TS,30.7,-79.7,100.0,955.0,100,955,Neutral
2019,DORIAN ,,2019-09-05 03:00:00,TS,31.0,-79.7,,,100,957,Neutral
2019,DORIAN ,,2019-09-05 06:00:00,TS,31.4,-79.6,100.0,958.0,100,958,Neutral
2019,DORIAN ,,2019-09-05 09:00:00,TS,31.8,-79.4,,,100,958,Neutral
2019,DORIAN ,,2019-09-05 12:00:00,TS,32.1,-79.2,100.0,958.0,100,958,Neutral
2019,DORIAN ,,2019-09-05 15:00:00,TS,32.4,-79.1,,,98,958,Neutral
2019,DORIAN ,,2019-09-05 18:00:00,TS,32.7,-78.9,95.0,958.0,95,958,Neutral
2019,DORIAN ,,2019-09-05 21:00:00,TS,33.0,-78.5,,,93,957,Neutral
2019,DORIAN ,,2019-09-06 00:00:00,TS,33.4,-77.9,90.0,956.0,90,956,Neutral
2019,DORIAN ,,2019-09-06 03:00:00,TS,33.7,-77.4,,,90,956,Neutral
2019,DORIAN ,,2019-09-06 06:00:00,TS,34.1,-76.9,90.0,956.0,90,956,Neutral
2019,DORIAN ,,2019-09-06 09:00:00,TS,34.6,-76.3,,,88,956,Neutral
2019,DORIAN ,,2019-09-06 12:00:00,TS,35.1,-75.7,85.0,956.0,85,956,Neutral
2019,DORIAN ,,2019-09-06 12:30:00,TS,35.2,-75.6,85.0,956.0,85,956,Neutral
2019,DORIAN ,,2019-09-06 15:00:00,TS,35.7,-74.9,,,85,956,Neutral
2019,DORIAN ,,2019-09-06 18:00:00,TS,36.2,-73.7,85.0,956.0,85,956,Neutral
2019,DORIAN ,,2019-09-06 21:00:00,TS,36.8,-72.5,,,85,956,Neutral
